YouTube,status,name,track,day,organization,photo,linkedin,linkedin2,twitter,twitter2,title,abstract,description,bio
,keynote,Miko Pawlikowski,1,1,SRE Author,Miko Pawlikowski.png,https://www.linkedin.com/in/mikolajpawlikowski/,,@mikopawlikowski,,Keynote: 7 Deadly Traps of SRE,"Site Reliability Engineering was never meant to be about firefighting, yet too many teams find themselves stuck in an endless cycle of pages, postmortems, and quick fixes. Why? Because SRE is full of hidden traps — patterns that look like best practices on the surface but slowly erode reliability, burn out engineers, and stall progress.

In this talk, we’ll expose the 7 Deadly Traps of SRE, from the obsession with chasing “five nines,” to the cult of on-call heroism, to the false comfort of tooling and checklists. For each trap, we’ll unpack why it’s so seductive, how it quietly sabotages your team, and what to do instead.

You’ll walk away with a clearer lens on the pitfalls holding SRE organizations back, and a practical playbook to help your team escape firefighting mode and reclaim the true purpose of SRE: building systems - and cultures - that are resilient, scalable, and human-friendly.",,"Miko Pawlikowski is an SRE Author and a platform engineer at Quadrature. He has led large-scale infrastructure and SRE initiatives at Citadel and Bloomberg, with deep expertise in Kubernetes, cloud computing, and chaos engineering. Passionate about building resilient systems and communities, he brings together engineers worldwide through conferences and media projects."
,keynote,Matt Henderson,1,1,Phoebe,Matt Henderson.png,https://www.linkedin.com/in/matthenderson/,,,,Keynote: The Immune System for Software: Lessons from Biology,"Most reliability work today is still centred on reactive troubleshooting: diagnosing a multitude of alerts, pulling large groups into incidents, and engineers scrambling to understand what’s happening. To truly change that pattern, we need systems that can predict and prevent failures before they occur. Biological immune systems offer a powerful blueprint for how software can defend and ultimately heal itself.

This talk introduces a practical framework for thinking about “software immunity” and highlights the gaps in today’s observability practices.

Innate immunity comes from built-in defences like testing, feature flags, auto-scaling, and circuit breakers — mechanisms that provide immediate, general protection. Adaptive immunity, meanwhile, emerges from AI agents that learn from new data, refine their understanding of system behaviour, and apply those lessons to predict and pre-emptively fix failures

We’ll break down the key ingredients for trustworthy AI agents in reliability: modular reasoning rather than opaque black-box outputs; strong control mechanisms and guardrails; continuous learning from each execution cycle; and graduated autonomy – from suggestions, to human-in-the-loop actions, to fully automated remediation.

The session will include some “under the hood” details on designing AI agents for reliability, with key takeaways for anyone building enterprise-grade AI agents.
",,"Matt Henderson is the co-founder and CEO of Phoebe, an AI agent platform for software reliability. Previously, he was the CEO of Stripe Europe, and led the company’s international operations across product and engineering. Earlier in his career, Matt was a product director at Amazon and Google, and co-founded the ML analytics startup Rangespan (acquired by Google). He is also an angel investor in over 100 startups."
,confirmed,Adriana Villela,1,1,Dynatrace,Adriana Villela.png,https://www.linkedin.com/in/adrianavillela/,,,,Observability is a Team Sport!,"Observability may have been a newcomer few years ago, but it's safe to say that it's a pretty well-established part of our tech lives today. But as organizations embrace Observability, they run the risk of creating Yet Another Silo, in much the same way that DevOps created more silos, instead of breaking them.

Reliability can’t happen without Observability, and Observability itself must be looked at holistically. It isn't the responsibility of one single team, but instead weaves its way into multiple teams. In this talk, Adriana dives into the roles and responsibilities that Development, Quality Assurance, CI/CD, and SRE teams when it comes to contributing to the Observability story. Spoiler alert - it's not as straightforward as you might think!

She will also show how an “Observability team”, if not designed and rolled out properly, can take away an organization’s collective responsibility for Observability, and dilute the promise of Observability.",,"Adriana Villela is a Principal Developer Advocate at Dynatrace, where she focuses on cloud native technologies, observability, and helping developers build and operate reliable systems at scale. She is a CNCF Ambassador and a maintainer for the OpenTelemetry End User SIG, actively contributing to the open source ecosystem and community education.

In addition to her advocacy work, Adriana hosts the Geeking Out Podcast, where she explores technical topics and career stories with practitioners across the industry. She also writes regularly on her personal Medium blog, sharing practical insights drawn from hands-on experience. Based in Toronto, she works remotely and remains deeply engaged with global developer communities."
,confirmed,Kyle Forster,1,1,RunWhen,Kyle Forster.png,https://www.linkedin.com/in/kyforster/,,,,Building a business case for AI SRE tools,"Interested in AI SRE to investigate your alerts?  Pipeline failures?  Help with developer questions?

Building a business case your CFO will love WITHOUT losing headcount is key to making these projects successful.  We can share what learned from the last year of helping teams do this.",,"Kyle Forster is the Founder of RunWhen, a company pioneering the use of AI for troubleshooting mission critical applications in dev, test and production environments.  Prior to RunWhen, Kyle was the Senior Director for Product Management in Google's Kubernetes team.  He is a second time founder, having previously started Big Switch Networks, a pioneer in Software Defined Networking (acquired by Arista Networks).  Kyle started his career at Cisco after doing an MBA and MS in Computer Science from Stanford University and an MSE in Electrical Engineering from Princeton University.  He currently holds six patents in wireless and software defined networking technologies lives with his wife, three children and two dogs in the greater London area where he recently settled after relocating from Silicon Valley."
,confirmed,Spiros Economakis,1,1,NOFire AI,Spiros Economakis.png,https://www.linkedin.com/in/spirosoik/,,spirosoik,,How AI is redefining SRE and Customer Experience,"AI is reshaping SRE, but the real opportunity isn’t faster RCA, it’s building proactive, customer-centered reliability. This talk explores how AI and culture together move us from firefighting to foresight.",,"Spiros Economakis is the founder and CEO of NOFire.ai, where he’s rethinking how AI can help engineering teams build reliable systems that don’t just recover faster but fail less often.

He’s spent over fifteen years as an engineer and leader across startups and large-scale platforms, bridging the gap between DevOps, SRE, and AI. His writing on Reliability Engineering has influenced how teams think about ownership, causality, and the future of observability.

Spiros speaks and writes with a rare blend of technical depth and human perspective always focused on one thing: how teams can understand systems deeply enough to build with confidence."
,confirmed,Ozan Kasikci,1,1,Longhorn Games,Ozan Kasikci.png,https://www.linkedin.com/in/ozankasikci/,,,,Zero-Downtime Updates: How to Evolve Fast Without Breaking Everything,How do you ship multiple times a week without your users noticing — except for improvements? This talk explores modern zero-downtime deployment strategies and observability patterns that let teams move fast while keeping uptime close to 100%.,,"I'm an entrepreneur and software engineer with more than 12 years of experience. I worked in four different startups before co‑founding Longhorn Games where we build mobile games. My background spans backend development and DevOps, and I've built CI/CD pipelines, test automation systems, and cloud infrastructure for servers, databases, and networks at various startups. This experience gives me deep insight into startup culture and the technical challenges companies face as they grow."
,confirmed,Israel Blancas,1,1,Coralogix,Israel Blancas.png,https://www.linkedin.com/in/iblancasa,,,,From Data to Diagnosis: Leveraging Observability for Application Success,"This talk combines multiple open source projects and show how some real environments are environments are observed on production: OpenTelemetry, Prometheus, Jaeger, Istio, Kiali and Kubernetes. What else can you ask for?",,Software Engineer @ Coralogix doing observability stuff. Google Developer Expert in Google Cloud. 
,confirmed,Dmitrii Iniutin,1,1,Seamflow,Dmitrii Iniutin.png,https://www.linkedin.com/in/inuytin/,,,,Beyond Terraform: Building Production Infrastructure with General-Purpose Languages,"Infrastructure as Code has transformed how we manage systems — but the tools we use define how far we can scale. While Terraform remains the industry standard, its domain-specific language limits flexibility and maintainability at scale.

In this session, Dmitry shares lessons from building production infrastructure at two fast-scaling startups — Fuse and Seamflow — using AWS CDK and Pulumi, frameworks that leverage general-purpose programming languages for infrastructure management. He’ll cover what made these tools more powerful, how they improved testing and reusability, and what teams should know before adopting them.",,"Dmitrii Iniutin is a founding engineer at Seamflow, where he works across the full engineering stack to build and scale core product systems. Before that, he was a lead engineer at Fuse Energy, joining as one of the earliest technical hires and helping the company grow into a global renewable-energy unicorn. He built critical components including the trading desk, billing engine, APIs, notification platform, and the entire infrastructure backbone. Previously, Dmitrii led engineering at hicebank, rapidly advancing to leadership and assembling a new team while shaping the system architecture. He began his career at Yandex, developing large-scale video streaming infrastructure, and earlier interned at JetBrains."
,confirmed,William Mendes,1,1,Coralogix,William Mendes.png,https://www.linkedin.com/in/william-mendes/,,WillSchulz,,SRE Management is a Hard Job. That’s Why You Should Do It Like an Engineer.,"Management feels messy, but it’s just another complex system, full of incidents, dependencies, and feedback loops. In this talk, you’ll learn how to apply engineering principles to leadership: observability, reliability, and iterative improvement for people instead of servers.",,"William Mendes is an Engineering Leader with over 15 years of experience designing, scaling, and leading high-performance systems and teams. "
,confirmed,Tasmia Niazi,1,1,,Tasmia Niazi.png,https://www.linkedin.com/in/tasmia-niazi,,,,"From Learner to Leader: My Journey into SRE and Why Reliability Is a Culture, Not a Role","Explore how SRE is more than tools and dashboards: it is a mindset, a culture, and a way of thinking that transforms teams. Attendees will learn how adopting an SRE state of mind empowers individuals, improves engineering outcomes, and builds high-trust, resilient organisations.",,"Tasmia Niazi is a passionate and dedicated professional with a background in technology and managing projects from initiation to post implementation support. Tasmia has successfully navigated her career while pursuing higher education, mentoring and managing family life. She recently completed her Masters Apprenticeship in Software Engineering all while balancing the challenges of pregnancy raising a toddler and working. With a keen interest in innovation, Tasmia thrives in fast paced environments contributing to the tech community, speaking at Hackathons, mentoring juniors to arranging platform away days. She is a strong advocate for the empowerment of women in technology and continuously inspires those around her with resilience and passion. Mentoring, raising awareness for women in technology and being an Ambassador are the most aspiring roles Tasmia plays."
