YouTube,status,name,track,day,organization,photo,linkedin,linkedin2,twitter,twitter2,title,abstract,description,bio
,keynote,Miko Pawlikowski,1,1,SRE Author,Miko Pawlikowski.png,https://www.linkedin.com/in/mikolajpawlikowski/,,@mikopawlikowski,,Keynote: The Evolution of Ops,Let's explore how the Ops landscape has evolved in recent years and examine key trends shaping its future.,,
,confirmed,Michael Cote,1,1,VMware / Pivotal,Michael Cote.png,https://www.linkedin.com/in/michaelcote/,,@cote,,Platform Engineering for Private Cloud,"“Platform engineering” is the art of building and managing the infrastructure that powers your applications: a mix of cloud, a handful of DevOps, a pinch of SRE, and a thick glaze of product management. While it’s “nothing new,” many organizations are just starting to practice it—and for good reason. But what happens when your platform is running on private cloud?

With around 50% of enterprise apps still running on private clouds, platform engineering for private platforms is surprisingly under-discussed. This talk dives into real-world examples and stories from large organizations tackling this challenge. The hurdles often lie in adapting platform engineering to existing IT stacks and processes—most organizations can’t simply start from scratch, nor would they want to abandon what’s currently driving revenue.

If you support your organization’s apps, platform engineering is something you’ll probably be doing soon. Come learn how your peers are navigating these challenges and share your own experiences.",,"[Michael Cote](https://cote.io/) studies how large organizations get better at building software to run better and grow their business. His [books](https://cote.io/books/) [_Changing Mindsets_](https://www.oreilly.com/library/view/changing-mindsets-the/9781098105839/?utm_source=cote&utm_campaign=devrel&utm_content=bioblock), [_Monolithic Transformation_](https://tanzu.vmware.com/content/ebooks/monolithic-transformation?utm_source=cote&utm_campaign=devrel&utm_content=bioblock), and [_The Business Bottleneck_](https://content.pivotal.io/ebooks/the-business-bottleneck?utm_source=cote&utm_campaign=devrel&utm_content=bioblock)_ cover these topics. He's been an industry analyst at RedMonk and 451 Research, done corporate strategy and M&A, and was a programmer. He also co-hosts several podcasts, including [Software Defined Talk](https://www.softwaredefinedtalk.com/). His daily-ish newsletter is at [newsletter.cote.io](https://newsletter.cote.io/)."
,confirmed,"Tomasz Czajka, Ciaran Gaffney & Pascal Schlumpf",1,1,Tenable,"Tomasz Czajka, Ciaran Gaffney & Pascal Schlumpf.png",https://www.linkedin.com/in/tomasz-czajka-7161a35/,https://www.linkedin.com/in/ciaran-gaffney-456b4218b/,,,Defining Reliability through User Objectives,"In this talk, we’ll explore how we revolutionized our SLO practices by introducing User Objectives—customer-experience-focused metrics that transcend individual services. This approach transformed our SRE function from a traditional embedded model to a centralized Application SRE team, fostering collaboration with product and engineering teams across the organization.  

We'll share how we:  
- Collaboratively defined User Objectives with PMs and Engineering Leaders.  
- Mapped dependencies across services and datastores to create a robust dependency graph.  
- Built SLOs centered on User Objectives, with secondary metrics for individual services.  
- Established effective processes like weekly SLO reviews for product teams and monthly Production Reviews with senior leaders.  
- Introduced meaningful alerting using error budgets and burn rates.  
- Developed an SLO framework that automates dashboards, monitors, and metrics.  

This evolution redefined SRE’s role in our company, establishing a true partnership with product teams. By creating feedback loops that balance features and stability, we’ve elevated our understanding of product reliability and improved the customer experience.
",,"[**Tomasz Czajka**](https://www.linkedin.com/in/tomasz-czajka-7161a35/) is a seasoned professional with extensive experience in DevOps, DataOps, and Site Reliability Engineering (SRE). His career spans leadership roles, automation projects, and performance optimization across high-profile organizations like Tenable, Deutsche Bank, and Citrix. Tomasz has led significant projects, including the development of scalable analytics workflows, robust CI/CD pipelines, and performance-enhancing solutions on large-scale infrastructure. His technical expertise includes Python, Bash, Docker, Kubernetes, and tools for hypervisor platforms. Tomasz is also adept at driving collaboration, implementing cutting-edge tools, and improving process efficiencies. With a strong academic foundation in IT from Wrocław University of Science and Technology and Politechnika Opolska, he embodies continuous learning and excellence in engineering practices.

[**Ciaran Gaffney**](https://www.linkedin.com/in/ciaran-gaffney-456b4218b/) brings over a decade of diverse experience in Site Reliability Engineering (SRE) and software development. His journey spans key roles at Tenable and Hosted Graphite, where he demonstrated expertise in designing and maintaining distributed systems, enhancing reliability, and implementing innovative solutions such as dynamic load balancing and a gRPC-based aggregation layer. At Hosted Graphite, he was integral in scaling a system that processed 160 billion data points daily while ensuring SLAs were consistently met. Notable achievements include developing Hosted Graphite's alerting feature, creating customer-facing APIs, and leading automation and hardware provisioning efforts. With a strong foundation in Python, DevOps tools, and infrastructure management, Ciaran is a skilled problem solver passionate about system scalability, performance optimization, and customer satisfaction.

[**Pascal Schlumpf**](https://www.linkedin.com/in/paschlumpf/?originalSubdomain=ie) brings extensive expertise in site reliability engineering, software development, and monitoring systems to our event. With experience spanning over a decade in leading organizations such as Tenable and AT&T, Pascal has honed his skills in automation, monitoring integration, and reducing MTTR through innovative solutions. From building exporters for Prometheus and Grafana to integrating systems with AppDynamics and Splunk, Pascal has demonstrated a commitment to advancing observability and system reliability. We're excited to have him share his insights and practical approaches at the conference.

"
,confirmed,Alina Astapovich & Markus Makela,1,1,,Alina Astapovich & Markus Makela.png,,,,,Automating SRE Operations with Multi-Agent AI: InfraAssistant Approach,"SRE teams often face challenges with a high volume of routine tasks and requests, making it difficult to focus on critical, high-priority issues. At Electrolux, we faced the same challenge, which led us to develop __InfraAssistat__ —an ***multi-agent AI-powered solution*** designed to automate key operational tasks such as infrastructure management, user onboarding, and responding to internal requests.  This shift reduced our manual workload and significantly improved operational efficiency.  __InfraAssistant__  is built on specialized agents that coordinate to autonomously manage complex tasks, reducing the need for continuous manual involvement. This session will cover the design and orchestration of these agents, showcasing how __InfraAssistant__ helps SRE teams by automating day-to-day operations, minimizing repetitive tasks, and enhancing the management of complex infrastructure.",,"Alina Astapovich is a Site Reliability Engineer with a strong background in IoT development. Holding a master's degree in 'Neurotechnologies and Software Engineering,' she excels in designing and architecting backend platforms and microservices. Her experience goes beyond, she has a strong background in building scalable and robust solutions. With a Solutions Architect certification, Alina leverages her expertise in cloud technologies to optimize system performance and reliability. She is dedicated to continuous professional growth, always exploring the latest innovations and trends in technology. As a skilled public speaker, Alina regularly shares her insights at industry events and conferences, contributing to the broader tech community."
,confirmed,Kristina Kondrashevich & Gang Luo,1,1,Electrolux Group,Kristina Kondrashevich & Gang Luo.png,https://www.linkedin.com/in/kristina-kondrashevich/,https://www.linkedin.com/in/gangluo/,,,Why we skipped SRE and switched to Platform Engineering?,"We work in the IoT space at Electrolux Group, leader in Home Appliance industry, scaling from 10 to 300 developers with just 5 Ops engineers in 4 years. Along the way, we faced challenges in promoting SRE principles to development teams. This led us to transition from SRE to Platform Engineering. In this talk, we’ll share how we built an Internal Developer Platform (IDP) integrated with our cloud and toolchains, embedding SRE principles into its foundation. This platform enables developers to autonomously create and manage infrastructure and services while adhering to best practices and security standards. This newfound autonomy boosted developer productivity, enabling them to spin up new regions in a single day, rather than relying on approval processes. In this talk, we'll discuss Electrolux's journey from a traditional SRE model to platform engineering. We'll cover the challenges they faced with their initial SRE model, including scalability and a lack of self-service capabilities for developers. We'll then delve into how they addressed these challenges by automating common requests, moving workload to SaaS solutions, and building an internal developer platform. Finally, we'll explore how they open-sourced their developer platform, making it available to the wider community",,"**Kristina Kondrashevich** is SRE Product Manager at Electrolux. In my life, I have been responsible for writing code, managing teams, and improving delivery processes. Today, as a PM, I support my Platform team to bring traditional product management practices into our way of working. My primary objective is to prioritize the satisfaction of developers within my organization, viewing them as consumers and striving to enhance their overall experience. I like to read and have a profound love for lifelong learning. Exploring new ideas, concepts, and perspectives is something that truly ignites my curiosity.

**Gang Luo** has spent over six years building and leading distributed teams, introducing Chaos Engineering, and adopting cloud-native and SRE best practices to enhance service reliability and scalability. His tenure at Salesforce included designing large-scale automated testing and deployment platforms, saving significant resources while maintaining exceptional system performance and availability. Gang holds a Master's in Software Engineering and Management from Linköping University and has earned multiple awards for his technical contributions and innovation.
"
,confirmed,Aivars Kalvans,1,1,Ebury,Aivars Kalvans.png,https://www.linkedin.com/in/aivarsk/,,@aivarskalvans,,Raw-dogging the Linux proc filesystem,"The goal of this talk is to show the source of information many tools use to display process information. I will go through the most interesting files in the /proc filesystem and show what information is there, along with standard tools for displaying this information. This comes in handy when you don't have permission to install extra tools or tools that do not exist yet. I will also show the most common use cases: restoring binaries deleted by accident or intentionally, restoring deleted log files, finding disk space leaks, debugging process limits and environment variables, and many more.",,"Aivars Kalvāns is a FinTech developer, software architect, and consultant. He spent more than 18 years at Tieto developing and architecting payment card software for acquiring and issuing, accounting and utility payments through mobile phones, ATMs, and POS terminals. At the moment he is a contractor for Ebury exploring the Foreign Exchange area of the FinTech landscape."
,confirmed,Babar Khan Akhunzada,1,1,SecurityWall,Babar Khan Akhunzada.png,https://www.linkedin.com/in/babarkhanakhunzada/,,@Babar1337khan,,Serverless Security Flaws - A Noob's Guide to Hacking Serverless,"Serverless breaches expose dangerous missteps in securing function chains, IAM policies, and API gateways. We unravel serverless compromises to reveal the overlooked risks lurking in your infrastructureless apps. Arm yourself with actionable lessons to lock down your functions and avoid headlines.","As organizations rapidly adopt serverless, they expose themselves to new risks not secured by traditional controls. Real-world serverless breaches have already exposed overlooked flaws and misconfigurations resulting in catastrophic data theft and service disruption.

In this talk, we conduct a deep forensic analysis of high-profile serverless compromises involving misconfigured S3 buckets, overly permissive functions, vulnerable web frameworks, and Common missteps in serverless permissions and secrets management.

Walk away with actionable lessons to avoid becoming the next serverless breach headline. We’ll provide concrete steps to reduce your attack surface, implement least privilege access, monitor anomalous activity, and instill a “secure by default” posture across your infrastructureless apps.","Babar Khan Akhunzada is a 24-year-old cyber wizard, Founder & CEO of SecurityWall - Stacked on AI & Big Data technology to help enterprises and individuals enhance security capabilities through capability building, risk management and hybrid security audit.

Babar have helped numerous enterprises to tackle financial cyber crime issues on business application and infrastructure scale. Enterprises improved 95% of their security alignments and protected against cyber criminals for zero-paid orders leading to financial crisis. 

Babar is acknowledged by well-known tech companies for contributing to their products' security including Adobe, eBay, Apple, Nokia, Microsoft, Oracle, Sony, Redhat, Yahoo, DuckDuckGo, StackOverflow, NextCloud, and a 100+ more.

Babar have many years of experience of bug bounty hunting and ethical work, which make him unique in all at such young age.  Babar has served as a Security Consultant for Directorate of Information Technology and was responsible for security matters of  Government Data Center during his tenure.

Recently, Babar has been featured in 25-Under-25 as a young high achiever. Babar have been to many conferences and events including BlackHatMEA, High Technology Crime Investigation Association, UC EXPO, OWASP Romania, Cyber Security Indonesia, EC-Council for Annual Halted Conference, HITCON Taiwan and many more."
,confirmed,Casey Wylie,1,1,Defense Unicorns,Casey Wylie.png,https://www.linkedin.com/in/casewylie/,,,,Building Smarter Kubernetes Workflows: Pepr for the Modern SRE,"Pepr simplifies Kubernetes operations by consolidating admission controllers and operators into one lightweight framework. Enforce global security postures, leverage a full-fledged programming language, and offload operational expertise into code. Pepr makes administering Kubernetes clusters easy!",Think of Pepr like a mix between Operator-SDK and Kyverno/OPA Gatekeeper. It has a fresh take on building Kubernetes controllers with extremely simple interfaces. It takes no time to be up and running in the cluster automating away tasks that would have taken hours. The only requirement is a Kubernetes Cluster.,Casey is currently a lead software engineer focused on the hybrid cloud around Kubernetes. I solve problems in distributed systems. I love to chat and talk with people. 
,confirmed,Chris Phillips,1,1,IBM,Chris Phillips.png,https://www.linkedin.com/in/chrisjphillips,,,,Why you should own an internal platform for your External AI and SaaS Providers,"Today there are thousands of AI and SaaS Services out there and are used throughout your businesses. This session will explain What, Why and How platform teams need to productise their external AI and SaaS Providers to provide flexibility and control of these external applications.

These AI and SaaS Providers are accessed with APIs and by managing them in a centralised platform you can share the same advantages of managing your internal APIs. These advantages include • Track the Spend (and usage) from one central location for all External Services • Protect data exposure • Understand SaaS to SaaS communication • Consistency • Minimise security exposures • Controlled Self Service on boarding and credential management. • Centralised Caching

This session will go through the What, Why and How of this, and how it can be done with tools already available.",,As an Integration SME Chris has travelled the world working with clients on how to utilise APIs and how to ensure they are are following the best strategies to support both internal and external consumers.
,confirmed,Denys Vasyliev,1,1,GfK - An NIQ Company,Denys Vasyliev.png,https://www.linkedin.com/in/denys-vasyliev/,,@DenysVasyliev,,AIRE: AI Reliability Engineering. Bringing SRE to AI,"AI products are becoming critical for businesses to maintain a competitive edge, yet integrating them into an organization’s ecosystem brings unique challenges. Ensuring the reliability, security, and alignment of AI systems with business goals and ethical standards demands new approaches and tools.

This talk explores the concept of AI Reliability Engineering (AIRE), which adapts SRE principles to AI systems. Based on our experience as an AI-based startup building a mentoring platform, we’ll discuss the challenges and solutions encountered when managing LLMs, and language chain tracing and AI gateways.

Key challenges include: - lack of visibility and control over the AI lifecycle: data collection, model deployment, and monitoring. - ensuring quality and robustness of AI models, addressing issues like prompt attacks, data drift, and evolving performance. - managing complexity in dependencies, configurations, and resources across environments.

The AIRE approach combines the CNCF ecosystem with established SRE practices to address these challenges. By leveraging tools like OpenInference and AI gateways, AIRE introduces processes that enhance reliability, mitigate risks, and improve the security of AI systems.",,"A seasoned professional with over 15 years of experience in Software Development, DevOps, Site Reliability Engineering (SRE), AIOps and Kubernetes.

Proven track record in leadership roles including Technical Manager, Operations Team Lead, and CTO. 5 years as Co-Founder, Cloud B2B/B2C application projects.

DevOps/SRE/Kubernetes Coach and Public Speaker"
